	TCGA-91-6828-01A	TCGA-86-6562-01A	TCGA-55-8094-01A	TCGA-67-3771-01A	TCGA-49-AARN-01A
ENSG00000138279.16	3008	4191	8364	5022	3050
ENSG00000138286.15	593	1048	1042	781	535
ENSG00000138303.18	465	848	1771	822	662
ENSG00000138308.6	108	53	267	0	6
ENSG00000138311.18	11	165	4	262	40
ENSG00000138315.13	43	23	78	7	11
ENSG00000138316.11	78	206	17	97	338
ENSG00000138326.21	11610	24494	88026	22802	33958
ENSG00000138336.9	94	122	355	85	97
ENSG00000138346.15	152	210	583	340	163
ENSG00000138347.16	2	0	14	2	1
ENSG00000138356.14	1103	336	557	1573	72
ENSG00000138363.15	2205	3680	5757	4663	3300
ENSG00000138375.13	653	1323	1077	1350	1023
ENSG00000138376.11	313	805	349	1083	362
ENSG00000138378.19	108	258	47	103	115
ENSG00000138379.5	1	3	6	4	20
ENSG00000138380.18	297	327	294	155	297
ENSG00000138381.10	334	673	638	658	534
ENSG00000138382.15	374	629	751	1969	697
ENSG00000138385.16	2030	2493	4096	5086	1755
ENSG00000138386.17	893	1245	1240	1521	759
ENSG00000138395.17	14	32	4	11	11
ENSG00000138398.17	2993	2960	4094	4073	2077
ENSG00000138399.18	465	518	1141	880	487
ENSG00000138400.13	1	13	22	73	42
ENSG00000138411.13	1148	1246	1386	204	667
ENSG00000138413.14	3493	5625	8983	10170	3053
ENSG00000138430.16	2000	2816	3830	4443	2187
ENSG00000138433.16	1224	1686	2185	2806	1261
ENSG00000138434.17	3052	3934	9427	5866	2528
ENSG00000138435.16	10	65	8	105	31
ENSG00000138439.12	809	835	607	1035	793
ENSG00000138442.10	735	825	1217	2162	711
ENSG00000138443.17	1821	2498	2298	2105	1587
ENSG00000138448.12	7655	9306	4355	11020	7955
ENSG00000138449.11	5397	13053	4249	2681	9155
ENSG00000138459.9	954	1060	909	1192	855
ENSG00000138463.9	967	572	271	551	512
ENSG00000138468.16	784	536	1106	1206	755
ENSG00000138472.11	0	0	0	0	0
ENSG00000138483.3	0	0	0	2	0
ENSG00000138495.7	548	532	1465	661	933
ENSG00000138496.16	3254	3034	3274	2553	3955
ENSG00000138587.6	55	65	165	85	94
ENSG00000138592.14	686	1159	987	1664	696
ENSG00000138593.9	1585	2717	1580	2102	1129
ENSG00000138594.14	2634	3403	2178	2619	1629
ENSG00000138600.10	2105	2057	2709	3644	1231
ENSG00000138604.10	1034	1935	1634	3106	673
ENSG00000138606.19	51	321	68	199	960
ENSG00000138613.14	468	446	172	906	260
ENSG00000138614.15	1073	1411	1242	1447	1148
ENSG00000138615.6	215	1640	26	776	574
ENSG00000138617.16	211	467	522	449	467
ENSG00000138621.12	159	311	521	453	328
ENSG00000138622.4	7	0	1	14	19
ENSG00000138623.10	215	389	305	358	632
ENSG00000138629.16	585	1055	1035	1235	968
ENSG00000138639.18	269	219	156	238	249
ENSG00000138640.15	995	5459	1848	587	1119
ENSG00000138641.18	6	8	3	7	8
ENSG00000138642.15	517	1700	583	323	2292
ENSG00000138646.9	261	438	651	346	974
ENSG00000138650.9	3	22	2	11	12
ENSG00000138653.10	0	0	0	0	0
ENSG00000138658.16	115	102	154	126	132
ENSG00000138660.12	995	761	1023	938	634
ENSG00000138663.9	780	1258	944	1389	874
ENSG00000138668.19	5376	7126	8818	5632	6867
ENSG00000138669.9	49	140	8	71	34
ENSG00000138670.18	821	1491	273	555	437
ENSG00000138674.17	5726	9750	10360	7114	6681
ENSG00000138675.16	2	2	0	0	6
ENSG00000138678.11	120	228	264	703	205
ENSG00000138684.9	19	2	1	16	3
ENSG00000138685.17	51	94	5	89	55
ENSG00000138686.10	255	469	532	299	369
ENSG00000138688.15	2734	2043	1597	1663	1899
ENSG00000138696.11	4	346	764	55	62
ENSG00000138698.15	1097	1890	875	1362	1016
ENSG00000138709.19	808	703	1315	881	692
ENSG00000138722.10	185	279	201	337	171
ENSG00000138735.16	487	848	465	514	247
ENSG00000138738.11	66	137	104	160	145
ENSG00000138741.11	14	19	8	7	11
ENSG00000138744.16	652	744	654	976	386
ENSG00000138750.15	794	1421	866	1148	938
ENSG00000138755.6	6332	603	83	9914	677
ENSG00000138756.18	471	529	213	306	149
ENSG00000138757.15	5122	7400	5375	5184	3733
ENSG00000138758.12	3235	6474	2441	2306	2389
ENSG00000138759.19	901	1063	1283	251	177
ENSG00000138760.10	9193	16740	12611	9326	11624
ENSG00000138764.15	2608	4209	1286	1449	2395
ENSG00000138767.13	1898	2016	999	1516	1267
ENSG00000138768.15	3481	4330	4705	3684	2559
ENSG00000138769.11	341	832	102	250	446
ENSG00000138771.16	3405	4098	4066	1620	2348
ENSG00000138772.13	1330	2679	1552	321	1314
ENSG00000138777.20	1135	2474	1525	1262	1406
ENSG00000138778.13	391	346	556	337	232
ENSG00000138780.15	285	592	315	450	352
ENSG00000138785.15	230	382	282	250	370
ENSG00000138792.10	674	536	203	202	146
ENSG00000138794.10	485	1263	1274	846	805
ENSG00000138795.10	176	337	47	185	384
ENSG00000138796.17	1836	3312	1084	1083	1207
ENSG00000138798.13	29	69	54	2048	74
ENSG00000138801.9	1181	2819	2111	2305	1410
ENSG00000138802.11	1535	1990	1149	1451	1215
ENSG00000138813.10	0	2	0	0	1
ENSG00000138814.17	1831	4509	3188	1154	2729
ENSG00000138821.13	2538	4017	1525	1641	2687
ENSG00000138823.13	5	2	961	5	5
ENSG00000138829.12	61	32	8	34	23
ENSG00000138834.14	1553	1121	1879	1481	3177
ENSG00000138835.22	1105	3566	774	1484	2896
ENSG00000138867.17	2200	4779	2585	2944	2865
ENSG00000138892.11	1	0	2	7	0
ENSG00000138942.16	651	1616	892	2365	811
ENSG00000138944.8	30	51	7	17	187
ENSG00000138964.17	431	321	59	535	538
ENSG00000139044.12	3714	4886	2911	773	3479
ENSG00000139053.3	0	0	0	1	1
ENSG00000139055.7	422	2214	78	44	478
ENSG00000139083.11	1582	3619	1854	1443	1760
ENSG00000139112.11	982	1828	5340	1921	1110
ENSG00000139116.19	1149	1986	1912	2749	526
ENSG00000139117.14	873	872	1818	1489	393
ENSG00000139131.13	500	427	428	210	301
ENSG00000139132.14	898	998	204	524	516
ENSG00000139133.7	117	164	105	76	55
ENSG00000139144.11	380	6	756	1	65
ENSG00000139146.14	5777	1634	3105	1218	1081
ENSG00000139151.16	0	1	98	0	1
ENSG00000139154.16	802	1783	5250	589	815
ENSG00000139155.9	9	9	5	5	9
ENSG00000139160.13	168	128	170	63	103
ENSG00000139163.16	3391	3243	21160	2095	1349
ENSG00000139168.9	971	2672	1825	1573	913
ENSG00000139173.10	93	406	229	226	87
ENSG00000139174.12	76	205	17	60	99
ENSG00000139178.11	836	3394	2766	1150	2410
ENSG00000139180.11	85	226	781	153	306
ENSG00000139182.15	1650	3519	2834	2093	3031
ENSG00000139187.10	41	43	10	63	43
ENSG00000139190.17	117	102	105	280	235
ENSG00000139192.12	915	858	1418	863	1187
ENSG00000139193.4	124	136	20	269	250
ENSG00000139194.8	136	92	78	141	194
ENSG00000139197.11	940	1883	2200	772	930
ENSG00000139200.14	3	44	130	13	54
ENSG00000139209.16	9	119	293	16	27
ENSG00000139211.7	914	4813	578	2100	3471
ENSG00000139218.18	5059	5637	2517	3866	2373
ENSG00000139219.19	1	12	1420	125	1
ENSG00000139220.17	13	19	41	7	15
ENSG00000139223.4	1	1	2	2	0
ENSG00000139233.7	260	666	708	469	448
ENSG00000139239.7	92	91	94	57	36
ENSG00000139263.12	1841	7360	1412	1078	3084
ENSG00000139266.6	965	1760	981	1093	1310
ENSG00000139269.3	3	4	21	62	4
ENSG00000139278.10	572	511	126	655	427
ENSG00000139287.13	0	0	44	0	0
ENSG00000139289.13	1721	3189	5897	535	2452
ENSG00000139291.14	545	863	657	825	526
ENSG00000139292.13	17	37	85	254	174
ENSG00000139304.16	18	15	20	6	1
ENSG00000139318.8	10450	8215	16971	1078	6292
ENSG00000139323.14	442	716	1088	999	528
ENSG00000139324.12	997	1307	1318	1802	516
ENSG00000139329.5	12051	32142	17710	20770	13146
ENSG00000139330.6	4	8	2	6	5
ENSG00000139343.10	724	799	3587	1213	959
ENSG00000139344.8	11	11	58	78	87
ENSG00000139350.12	896	737	734	698	396
ENSG00000139351.15	16	6	18	15	3
ENSG00000139352.4	9582	0	5041	915	1
ENSG00000139354.11	266	279	390	321	168
ENSG00000139364.10	6	2	13	100	33
ENSG00000139370.12	861	943	1034	1628	770
ENSG00000139372.15	868	687	2013	1342	361
ENSG00000139405.16	321	589	1080	667	582
ENSG00000139410.15	510	431	1140	271	413
ENSG00000139428.12	514	711	1492	767	579
ENSG00000139433.11	1659	2757	2359	1671	1314
ENSG00000139436.21	834	454	329	490	349
ENSG00000139437.18	534	146	560	460	501
ENSG00000139438.6	62	37	310	109	40
ENSG00000139445.18	0	8	4	57	2
ENSG00000139496.16	1876	1905	2405	2716	1395
ENSG00000139505.11	1159	1560	815	2041	887
ENSG00000139508.15	523	1345	101	1837	574
ENSG00000139514.13	1642	1173	1927	4456	1434
ENSG00000139515.6	3	0	38	0	206
ENSG00000139517.9	2547	1240	1348	2000	671
ENSG00000139531.13	653	1876	1234	1797	1396
ENSG00000139537.11	31	54	95	94	106
ENSG00000139540.12	45	3	1714	2	198
ENSG00000139546.11	505	1184	1142	1199	880
ENSG00000139547.7	23	11	40	22	17
ENSG00000139549.4	11	28	3	5	12
ENSG00000139567.13	1216	1484	495	840	743
ENSG00000139572.4	141	96	0	103	50
ENSG00000139574.8	0	0	0	0	0
ENSG00000139579.13	506	1215	2235	969	1239
ENSG00000139597.18	551	419	143	366	342
ENSG00000139610.2	1	0	0	1	11
ENSG00000139613.12	2983	3329	2693	2161	2375
ENSG00000139618.16	368	270	381	311	167
ENSG00000139620.13	776	1198	341	1039	832
ENSG00000139624.14	911	1664	1760	2060	1130
ENSG00000139625.13	422	302	505	754	312
ENSG00000139626.16	182	135	18	348	149
ENSG00000139629.16	1752	4105	1073	3487	2806
ENSG00000139631.19	156	172	582	497	631
ENSG00000139636.15	777	1133	1866	908	1417
ENSG00000139637.14	1	4	1	8	4
ENSG00000139641.13	3171	6102	4533	3263	4064
ENSG00000139644.13	30299	45770	67521	31824	16865
ENSG00000139645.10	2563	3278	2897	1970	1676
ENSG00000139648.7	0	0	0	0	1
ENSG00000139651.11	1226	1290	940	1369	821
ENSG00000139656.7	0	0	8	3	0
ENSG00000139668.9	487	467	589	573	249
ENSG00000139675.12	50	60	79	70	109
ENSG00000139679.15	655	354	580	474	499
ENSG00000139684.15	1421	1980	1795	3523	1834
ENSG00000139687.16	1776	2088	1414	2222	1004
ENSG00000139697.14	1866	1332	1995	2715	840
ENSG00000139714.12	13	84	43	231	81
ENSG00000139718.11	1254	1187	1611	1681	1134
ENSG00000139719.11	348	471	1247	546	409
ENSG00000139722.7	534	1426	1110	912	1313
ENSG00000139725.8	15	32	54	29	36
ENSG00000139726.11	2415	2466	4793	3751	1539
ENSG00000139734.19	192	739	298	371	115
ENSG00000139737.22	768	1418	954	389	654
ENSG00000139746.16	1570	2902	1721	3828	1607
ENSG00000139767.10	2	2	13	9	0
ENSG00000139780.7	0	0	1	0	0
ENSG00000139793.18	1764	6643	3844	3876	2608
ENSG00000139797.8	1	1	1	2	0
ENSG00000139800.8	1	151	0	0	21
ENSG00000139826.6	574	1208	995	1901	639
ENSG00000139832.5	925	2310	996	1041	919
ENSG00000139835.14	273	969	1392	1102	507
ENSG00000139842.15	2394	7291	5443	8426	2740
ENSG00000139865.16	487	83	65	102	47
ENSG00000139874.6	71	109	25	24	134
ENSG00000139880.19	182	694	395	630	787
ENSG00000139890.10	6	53	70	24	62
ENSG00000139899.11	77	108	39	192	330
ENSG00000139908.15	58	36	70	55	48
ENSG00000139910.20	7	307	550	108	103
ENSG00000139914.6	5	1	10	10	14
ENSG00000139915.21	0	0	0	40	0
ENSG00000139921.13	2160	2275	1782	5335	1105
ENSG00000139926.16	455	2052	30	716	584
ENSG00000139946.10	1544	1619	970	3831	473
ENSG00000139970.17	325	177	8	196	103
ENSG00000139971.15	104	129	152	550	74
ENSG00000139973.16	2	2	1	13	19
ENSG00000139974.16	289	424	390	994	278
ENSG00000139977.14	964	1378	834	1696	681
ENSG00000139985.7	3	7	2	14	16
ENSG00000139988.10	6	5	14	13	4
ENSG00000139990.18	2927	2980	1313	4050	2649
ENSG00000139998.16	3056	6526	1300	10234	2712
ENSG00000140006.11	436	552	451	506	433
ENSG00000140009.18	25	28	59	163	56
ENSG00000140015.20	0	0	66	0	0
ENSG00000140022.13	390	346	325	1262	437
ENSG00000140025.16	29	347	256	277	149
ENSG00000140030.6	216	175	24	217	75
ENSG00000140043.11	68	39	78	107	44
ENSG00000140044.13	710	1337	271	1331	933
ENSG00000140057.9	134	173	1843	127	155
ENSG00000140067.6	20	4	2	0	18
ENSG00000140090.18	37	29	5	30	5
ENSG00000140092.14	1166	1570	419	1242	916
ENSG00000140093.10	77	2	47	1	6
ENSG00000140104.14	227	490	506	301	849
ENSG00000140105.18	12524	4562	3852	9742	10001
ENSG00000140107.12	0	0	28	0	7
ENSG00000140153.18	717	1010	650	742	641
ENSG00000140157.15	680	1234	642	1050	755
ENSG00000140199.13	1024	1520	604	1442	693
ENSG00000140254.12	107	159	82	248	119
ENSG00000140259.7	422	1315	1187	1090	763
ENSG00000140262.18	2412	2453	1571	2309	1467
ENSG00000140263.15	173	905	630	1177	530
ENSG00000140264.21	1785	5206	12079	6004	5462
ENSG00000140265.12	374	671	892	601	483
ENSG00000140274.14	9	3	38	16	615
ENSG00000140279.13	46	22	236	111	5023
ENSG00000140280.14	327	150	302	485	477
ENSG00000140284.11	79	534	561	271	370
ENSG00000140285.12	408	539	35	410	143
ENSG00000140287.11	46	85	7	27	53
ENSG00000140297.13	552	356	1015	4538	2645
ENSG00000140299.13	1719	1797	796	2409	1146
ENSG00000140307.11	623	1050	1534	1456	822
ENSG00000140319.11	1858	4767	6232	4569	4708
ENSG00000140320.12	424	1028	907	1274	877
ENSG00000140323.6	30	47	273	138	66
ENSG00000140326.13	125	330	294	311	317
ENSG00000140332.17	2418	3922	2903	3286	2438
ENSG00000140350.15	3049	3929	3706	4376	3502
ENSG00000140365.16	830	1369	2020	1621	1488
ENSG00000140367.12	1919	1757	1398	2491	726
ENSG00000140368.13	214	158	38	255	207
ENSG00000140374.16	1842	1717	2973	1887	1627
ENSG00000140379.9	194	368	38	319	106
ENSG00000140382.15	744	703	463	848	412
ENSG00000140386.13	846	652	341	426	404
ENSG00000140391.15	10582	14074	12480	7123	11526
ENSG00000140395.9	758	961	1107	1634	948
ENSG00000140396.13	4913	3408	2088	2215	1365
ENSG00000140398.14	125	234	451	547	489
ENSG00000140400.17	879	638	1143	1404	1279
ENSG00000140403.12	612	967	1008	1321	740
ENSG00000140406.4	817	1143	1110	932	787
ENSG00000140416.23	2378	6240	2112	5461	2980
ENSG00000140443.15	2781	2919	2108	7308	1674
ENSG00000140450.9	606	699	273	1552	817
ENSG00000140451.13	85	62	236	246	106
ENSG00000140455.17	626	739	738	733	555
ENSG00000140459.18	7	17	1	44	11
ENSG00000140463.14	217	485	776	870	469
ENSG00000140464.20	1870	2243	1490	1960	4030
ENSG00000140465.14	0	1	148	35	0
ENSG00000140470.15	24	48	2	35	71
ENSG00000140471.17	333	301	274	567	342
ENSG00000140474.14	600	967	828	1928	1664
ENSG00000140478.15	0	0	0	1	0
ENSG00000140479.18	714	527	293	403	302
ENSG00000140481.15	1	7	0	28	89
ENSG00000140488.16	0	0	0	1	0
ENSG00000140497.16	3000	4501	4695	5589	4430
ENSG00000140505.7	0	2	2	5	0
ENSG00000140506.17	0	0	1	0	0
ENSG00000140511.12	452	487	167	920	345
ENSG00000140519.14	4	3	1	192	4
ENSG00000140521.17	1307	1504	1068	1564	1111
ENSG00000140522.12	0	0	0	25	0
ENSG00000140525.19	546	726	895	1236	380
ENSG00000140526.18	7715	6065	2755	15683	4040
ENSG00000140527.15	4	6	5	29	48
ENSG00000140534.14	93	122	209	158	117
ENSG00000140538.16	10	43	2	40	37
ENSG00000140543.15	12	24	39	24	55
ENSG00000140545.15	806	4082	1084	4181	2547
ENSG00000140548.10	1109	967	1012	810	676
ENSG00000140553.18	1584	2382	1955	2492	1922
ENSG00000140557.12	1	28	0	38	8
ENSG00000140563.15	981	1729	1434	431	684
ENSG00000140564.12	5583	7682	15558	6518	4863
ENSG00000140575.13	13104	16887	7719	10129	9351
ENSG00000140577.16	1423	1542	868	1276	1084
ENSG00000140598.15	769	958	755	628	579
ENSG00000140600.17	5	10	0	2	4
ENSG00000140612.14	2309	3593	5802	3584	2294
ENSG00000140623.14	0	0	4	0	2
ENSG00000140632.17	3282	3502	3522	2390	3845
ENSG00000140650.12	262	397	571	496	305
ENSG00000140675.13	12	7	16	13	40
ENSG00000140678.17	1321	1285	1727	1875	831
ENSG00000140682.19	344	1404	160	589	673
ENSG00000140688.17	1031	1833	2465	983	1319
ENSG00000140691.18	288	367	711	266	567
ENSG00000140694.17	1263	2091	1712	1150	2418
ENSG00000140718.21	1572	1755	2051	994	1412
ENSG00000140740.11	3110	4159	4522	4124	3828
ENSG00000140743.8	541	1310	1564	938	776
ENSG00000140749.9	1150	735	83	649	287
ENSG00000140750.17	1244	1744	1057	1148	1930
ENSG00000140795.13	8	9	46	31	10
ENSG00000140798.16	2	0	6	1	2
ENSG00000140807.7	119	260	32	671	151
ENSG00000140829.12	1661	2294	2442	1670	2204
ENSG00000140830.9	240	327	393	374	356
ENSG00000140832.10	247	653	1003	528	706
ENSG00000140835.10	2	24	9	50	315
ENSG00000140836.17	2632	2586	1037	1479	1322
ENSG00000140839.11	4	0	3	4	8
ENSG00000140848.17	1597	3097	936	938	2355
ENSG00000140853.16	1935	886	728	1200	1933
ENSG00000140854.13	378	907	971	540	1052
ENSG00000140859.16	1160	2084	1486	1434	3022
ENSG00000140873.16	11	104	22	58	16
ENSG00000140876.11	22	45	11	140	34
ENSG00000140905.11	23	13	38	32	30
ENSG00000140931.20	762	4478	538	1325	2405
ENSG00000140932.10	15	10	7	4	11
ENSG00000140937.14	4311	5361	250	2138	2737
ENSG00000140939.14	513	1564	2441	1672	1505
ENSG00000140941.14	2278	3329	4253	3581	2525
ENSG00000140943.17	4779	5138	8109	9960	4159
ENSG00000140945.17	90	432	8	131	51
ENSG00000140948.13	2440	2501	1478	1364	1497
ENSG00000140950.16	419	975	734	718	868
ENSG00000140955.11	0	0	3	9	8
ENSG00000140961.14	237	375	241	6509	380
ENSG00000140968.11	1013	773	79	818	821
ENSG00000140983.14	1538	1933	2750	1691	2787
ENSG00000140986.8	1	11	50	20	7
ENSG00000140987.20	322	456	396	371	486
ENSG00000140988.16	11592	21744	30611	15291	32386
ENSG00000140990.15	955	1802	3445	1064	1920
ENSG00000140992.19	1375	1385	506	898	864
ENSG00000140993.11	14	74	68	68	35
ENSG00000140995.17	1149	1853	1816	1686	2062
ENSG00000141002.20	2326	3510	4958	3119	3512
ENSG00000141012.13	634	704	1460	1051	719
ENSG00000141013.17	290	408	630	335	549
ENSG00000141026.6	398	905	1004	906	470
ENSG00000141027.21	3865	5060	7007	2827	1679
ENSG00000141028.6	3	8	13	23	14
ENSG00000141030.13	997	2137	3697	1872	858
ENSG00000141034.10	379	622	497	349	187
ENSG00000141040.15	109	533	56	349	115
ENSG00000141052.18	23	22	2	29	29
ENSG00000141068.14	1181	736	866	1822	915
ENSG00000141076.18	948	1408	2083	1736	1177
ENSG00000141084.11	663	582	1254	768	809
ENSG00000141086.18	0	0	0	0	0
ENSG00000141096.6	1	3	2	287	4
ENSG00000141098.13	467	739	1129	821	703
ENSG00000141101.13	588	773	1488	831	1124
ENSG00000141127.15	705	1354	2286	995	746
ENSG00000141161.12	7	4	0	11	4
ENSG00000141179.14	676	1940	1093	1251	962
ENSG00000141194.6	1	0	0	12	0
ENSG00000141198.16	894	976	1098	1275	1179
ENSG00000141200.8	0	0	0	0	0
ENSG00000141219.15	888	549	1005	1089	542
ENSG00000141232.5	2073	2401	6062	4354	1804
ENSG00000141252.20	911	3711	1533	1626	1030
ENSG00000141255.13	0	0	0	0	0
ENSG00000141258.13	1310	2532	973	937	1111
ENSG00000141279.17	2811	5947	5888	3174	2843
ENSG00000141293.16	210	244	54	925	633
ENSG00000141294.10	14	122	56	66	240
ENSG00000141295.14	429	1028	841	410	1398
ENSG00000141298.19	2517	1878	1847	1520	689
ENSG00000141314.13	49	87	39	5	115
ENSG00000141316.13	0	0	5	3	4
ENSG00000141337.12	105	119	97	164	112
ENSG00000141338.14	280	209	20	99	121
ENSG00000141349.8	1288	2845	4575	1479	1670
ENSG00000141367.12	15904	24635	28968	19968	10529
ENSG00000141371.13	3	2	9	14	1
ENSG00000141376.23	684	1042	1625	432	679
ENSG00000141378.15	359	666	1941	864	609
ENSG00000141380.14	2645	2925	3807	3561	1466
ENSG00000141384.13	270	134	64	283	165
ENSG00000141385.10	907	1459	2045	974	596
ENSG00000141391.14	35	96	187	62	40
ENSG00000141401.12	3084	1725	14420	7140	981
ENSG00000141404.17	21	87	178	500	98
ENSG00000141424.13	3730	4956	3558	5128	1270
ENSG00000141425.18	2152	1974	1988	2761	915
ENSG00000141428.17	175	341	324	501	225
ENSG00000141429.13	3565	9249	3017	4204	1833
ENSG00000141431.12	19	25	79	50	22
ENSG00000141433.13	37	26	235	19	42
ENSG00000141434.12	0	0	95	1	0
ENSG00000141437.10	0	0	0	2	0
ENSG00000141441.16	1134	1594	3479	1609	544
ENSG00000141446.11	707	978	1427	816	492
ENSG00000141447.18	3673	1704	1842	433	401
ENSG00000141448.11	302	262	838	98	214
ENSG00000141449.15	1	466	2	52	64
ENSG00000141452.10	573	636	614	697	393
ENSG00000141456.16	1509	3339	3507	2148	1572
ENSG00000141458.13	2557	3313	3072	4438	774
ENSG00000141469.18	71	49	68	27	39
ENSG00000141480.18	1694	1744	1736	1787	893
ENSG00000141485.17	3	3	1	9	2
ENSG00000141497.14	139	131	219	148	151
ENSG00000141499.17	142	586	1599	392	340
ENSG00000141503.17	2925	2692	4127	2934	2054
ENSG00000141504.12	621	2040	3753	1350	817
ENSG00000141505.12	45	79	256	178	88
ENSG00000141506.14	733	414	74	878	225
ENSG00000141510.18	1842	3697	646	1804	2161
ENSG00000141519.15	127	161	656	179	453
ENSG00000141522.12	2951	6329	3113	4122	4078
ENSG00000141524.17	2655	5557	1963	5666	5556
ENSG00000141526.17	1752	6004	3082	7567	2439
ENSG00000141527.18	277	104	737	468	108
ENSG00000141540.11	151	229	144	160	143
ENSG00000141542.11	863	650	850	1594	843
ENSG00000141543.12	2259	2660	4855	3568	2273
ENSG00000141551.14	4883	5970	5372	4193	4974
ENSG00000141552.18	1241	2816	2994	2857	1843
ENSG00000141556.21	3123	3987	2158	4477	3751
ENSG00000141560.15	955	1765	1190	1621	1211
ENSG00000141562.18	3030	4273	1915	7243	2892
ENSG00000141564.15	1661	1602	2069	1419	1145
ENSG00000141568.21	2072	2652	2072	3678	1878
ENSG00000141569.12	525	1462	1262	735	848
ENSG00000141570.11	221	370	1582	143	426
ENSG00000141574.8	470	1398	144	3376	1110
ENSG00000141576.16	417	68	1105	80	153
ENSG00000141577.14	413	610	458	494	762
ENSG00000141579.7	247	1160	20	1463	1334
ENSG00000141580.16	4473	5327	5787	11171	3588
ENSG00000141582.15	1011	1478	3644	1164	1478
ENSG00000141622.14	15	40	3	158	58
ENSG00000141627.14	1593	1911	703	1226	724
ENSG00000141639.12	44	22	6	5	32
ENSG00000141642.9	103	213	51	151	119
ENSG00000141644.17	1604	1832	962	1254	1368
ENSG00000141646.14	2167	3675	1145	1756	1156
ENSG00000141655.17	217	601	15	102	313
ENSG00000141664.10	768	930	322	596	476
ENSG00000141665.13	6	29	1	19	48
ENSG00000141668.10	0	1	0	4	5
ENSG00000141682.12	364	581	506	234	483
ENSG00000141696.13	411	1454	4749	1669	1037
ENSG00000141698.17	832	1887	1781	1051	1107
ENSG00000141699.11	2481	4567	6296	2932	3526
ENSG00000141736.14	5717	24887	8219	6010	12629
ENSG00000141738.14	1459	2443	2457	1204	2671
ENSG00000141741.12	476	717	3014	800	870
ENSG00000141744.4	2	65	7	8	21
ENSG00000141748.13	0	1	0	0	0
ENSG00000141750.7	1	9	26	7	87
ENSG00000141753.7	5996	33912	2102	5647	18141
ENSG00000141756.19	798	3150	1057	10328	2233
ENSG00000141759.15	823	1477	1210	1329	799
ENSG00000141837.21	18	14	77	378	55
ENSG00000141854.9	93	266	160	163	688
ENSG00000141858.12	819	1635	1243	1206	1271
ENSG00000141867.18	3727	3992	3045	3072	3046
ENSG00000141873.11	211	428	554	227	455
ENSG00000141905.19	2902	5715	2476	2093	5162
ENSG00000141933.9	31	32	92	18	60
ENSG00000141934.10	3203	3480	4860	4770	4239
ENSG00000141946.1	0	0	0	0	0
ENSG00000141956.14	408	392	629	267	456
ENSG00000141959.17	4206	10812	6393	3248	7505
ENSG00000141965.5	27	59	29	17	111
ENSG00000141968.8	588	1000	39	1199	378
ENSG00000141971.13	530	1065	1511	687	1198
ENSG00000141977.9	1	1	9	1	0
ENSG00000141979.4	0	0	0	0	0
